Дата и время;Полож.пед.акселер.,%;Нагрузка на двигатель, %;Давл.масла двиг.,кПа;Темп.масла двиг.,°С;Обор.двиг.,об/мин;Значение счетчика моточасов, час:мин;Сост.пед.сцепл.;iButton2;КПП. Температура масла;КПП. Давление масла в системе смазки;Скорость;ДВС. Давление смазки;ДВС. Температура охлаждающей жидкости;Давление в пневмостистеме (spn46), кПа;Уровень топлива % (spn96);Электросистема. Напряжение;ДВС. Частота вращения коленчатого вала;Нейтраль КПП (spn3843);Стояночный тормоз (spn3842);Аварийная температура охлаждающей жидкости (spn3841);Засоренность воздушного фильтра (spn3840);Засоренность фильтра КПП (spn3847);Аварийное давление масла ДВС (spn3846);Засоренность фильтра ДВС (spn3845);Засоренность фильтра рулевого управления (spn3844);Засоренность фильтра навесного оборудования (spn3851);Недопустимый уровень масла в гидробаке (spn3850);Аварийная температура масла в гидросистеме (spn3849);Аварийное давление в I контуре тормозной системы (spn3848);Аварийное давление в II контуре тормозной системы (spn3855);Зарядка АКБ (spn3854);Отопитель (spn3853);Выход блока управления двигателем (spn3852);Включение тормозков (spn3859);Засоренность фильтра слива (spn3858);Аварийное давление масла КПП (spn3857);Аварийная температура масла ДВС(spn3856);Неисправность тормозной системы (spn3863);Термостарт (spn3862);Разрешение запуска двигателя (spn3861);Низкий уровень ОЖ (spn3860);Аварийная температура масла ГТР (spn3867);Необходимость сервисного обслуживания (spn3866);Подогрев топливного фильтра (spn3865);Вода в топливе (spn3864);Холодный старт (spn3871);Крутящий момент (spn513), Нм;Положение рейки ТНВД (spn51), %;Расход топлива (spn183), л/ч;ДВС. Температура наддувочного воздуха, °С;Давление наддувочного воздуха двигателя (spn106), кПа;Текущая передача (spn523);Температура масла гидравлики (spn5536), С;Педаль слива (spn598)
02/10/2023 08:06:05;0,0;        -;540;-273,000;1155,500;954:24;Отпущ.;;-;1264;0;540;26;808;-;-;1155.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:06:35;0,0;        -;540;-273,000;1156,750;954:24;Отпущ.;;-;1264;-;540;29;808;-;-;1156.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:07:05;0,0;        -;528;-273,000;1155,500;954:24;Отпущ.;;-;1264;0;528;31;808;-;-;1155.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:07:35;0,0;        -;520;-273,000;1156,125;954:30;Отпущ.;;-;1264;-;520;33;808;-;-;1156.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:08:05;0,0;        -;520;-273,000;1155,000;954:30;Отпущ.;;-273;1248;0;520;34;808;-;-;1155;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:08:35;0,0;        -;520;-273,000;1153,875;954:30;Отпущ.;;-273;1248;0;520;36;808;-;-;1153.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:09:05;0,0;        -;508;-273,000;1152,750;954:30;Отпущ.;;-;1264;-;508;37;808;-;28.35;1152.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:09:35;0,0;        -;620;-273,000;1705,625;954:30;Отпущ.;;-273;1248;-;620;39;696;-;-;1705.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:10:05;0,0;        -;620;-273,000;1797,250;954:30;Отпущ.;;-273;1248;-;620;42;840;-;28.35;1797.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:10:35;0,0;        -;608;-273,000;1916,250;954:30;Отпущ.;;-273;1248;-;608;46;840;-;28.35;1916.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:11:05;0,0;        -;600;-273,000;1908,500;954:30;Отпущ.;;-273;1248;0;600;50;840;-;28.35;1908.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:11:35;0,0;        -;600;-273,000;1929,000;954:30;Отпущ.;;-;1232;13.8;600;53;840;-;28.35;1929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:12:05;0,0;        -;600;-273,000;1924,125;954:30;Отпущ.;;-;1232;13.8;600;56;840;-;28.35;1924.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:12:35;0,0;        -;560;-273,000;1747,625;954:30;Отпущ.;;-;1232;0;560;59;840;-;28.35;1747.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:13:05;0,0;        -;568;-273,000;1911,000;954:30;Отпущ.;;-273;1248;-;568;61;840;-;-;1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:13:35;0,0;        -;560;-273,000;1893,000;954:36;Отпущ.;;-273;1248;11.3;560;63;840;-;28.3;1893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:14:05;0,0;        -;560;-273,000;1899,250;954:36;Отпущ.;;-273;1248;-;560;65;840;-;28.35;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:14:35;0,0;        -;548;-273,000;1911,625;954:36;Отпущ.;;-273;1248;0;548;67;840;-;28.35;1911.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:15:05;0,0;        -;528;-273,000;1591,000;954:36;Отпущ.;;-273;1248;0;528;68;840;-;28.35;1591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:15:35;0,0;        -;548;-273,000;1885,000;954:36;Отпущ.;;-273;1248;0;548;69;840;-;28.3;1885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:16:05;0,0;        -;540;-273,000;1905,375;954:36;Отпущ.;;-273;1248;-;540;71;840;-;28.3;1905.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:16:35;0,0;        -;488;-273,000;1409,250;954:36;Отпущ.;;-;1232;8.6;488;72;840;-;28.3;1409.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:17:05;0,0;        -;540;-273,000;1899,250;954:36;Отпущ.;;-273;1248;0;540;72;840;-;28.3;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:17:35;0,0;        -;528;-273,000;1903,875;954:36;Отпущ.;;-273;1248;0;528;72;840;-;28.3;1903.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:18:05;0,0;        -;460;-273,000;1429,000;954:36;Отпущ.;;-273;1216;0;460;72;840;-;28.25;1429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:18:35;0,0;        -;520;-273,000;1921,000;954:36;Отпущ.;;-273;1248;0;520;72;840;-;28.3;1921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:19:05;0,0;        -;520;-273,000;1878,000;954:36;Отпущ.;;-273;1248;-;520;72;840;-;28.3;1878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:19:35;0,0;        -;520;-273,000;1887,000;954:42;Отпущ.;;-;1232;13.6;520;72;840;-;-;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:20:05;0,0;        -;508;-273,000;1795,000;954:42;Отпущ.;;-273;1216;-;508;73;840;-;28.25;1795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:20:35;0,0;        -;500;-273,000;1661,000;954:42;Отпущ.;;-273;1216;0;500;72;840;-;-;1661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:21:05;0,0;        -;500;-273,000;1611,875;954:42;Отпущ.;;-273;1248;9.6;500;73;840;-;28.25;1611.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:21:35;0,0;        -;520;-273,000;1907,000;954:42;Отпущ.;;-;1232;-;520;73;840;-;-;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:22:05;0,0;        -;508;-273,000;1922,500;954:42;Отпущ.;;-273;1248;16.5;508;73;840;-;28.25;1922.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:22:35;0,0;        -;508;-273,000;1890,000;954:42;Отпущ.;;-273;1248;0;508;73;840;-;28.25;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:23:05;0,0;        -;488;-273,000;1661,000;954:42;Отпущ.;;-273;1248;14.4;488;74;840;-;28.25;1661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:23:35;0,0;        -;500;-273,000;1598,625;954:42;Отпущ.;;-273;1248;-;500;73;840;-;28.2;1598.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:24:05;0,0;        -;508;-273,000;1907,000;954:42;Отпущ.;;-273;1248;-;508;73;840;-;28.25;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:24:35;0,0;        -;508;-273,000;1925,750;954:42;Отпущ.;;-273;1248;-;508;73;840;-;28.25;1925.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:25:05;0,0;        -;508;-273,000;1925,750;954:42;Отпущ.;;-273;1248;-;508;73;840;-;28.25;1925.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:25:35;0,0;        -;508;-273,000;1919,500;954:48;Отпущ.;;-273;1248;-;508;73;840;-;28.25;1919.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:26:05;0,0;        -;508;-273,000;1888,500;954:48;Отпущ.;;-273;1248;13.5;508;73;840;-;28.25;1888.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:26:35;0,0;        -;508;-273,000;1914,750;954:48;Отпущ.;;-273;1248;13.7;508;73;840;-;28.2;1914.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:27:05;0,0;        -;508;-273,000;1907,000;954:48;Отпущ.;;-273;1248;-;508;73;840;-;28.25;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:27:35;0,0;        -;508;-273,000;1887,000;954:48;Отпущ.;;-273;1248;13.6;508;73;840;-;28.2;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:28:05;0,0;        -;508;-273,000;1899,250;954:48;Отпущ.;;-273;1248;0;508;73;840;-;28.2;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:28:35;0,0;        -;508;-273,000;1793,125;954:48;Отпущ.;;-273;1248;0;508;73;840;-;28.2;1793.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:29:05;0,0;        -;500;-273,000;1913,125;954:48;Отпущ.;;-273;1248;-;500;73;840;-;28.25;1913.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:29:35;0,0;        -;508;-273,000;1896,125;954:48;Отпущ.;;-273;1248;-;508;73;840;-;-;1896.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:30:05;0,0;        -;500;-273,000;1882,500;954:48;Отпущ.;;-273;1248;0;500;73;840;-;28.2;1882.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:30:35;0,0;        -;440;-273,000;1568,625;954:48;Отпущ.;;-;1232;0;440;73;840;-;-;1568.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:31:05;0,0;        -;500;-273,000;1848,250;954:48;Отпущ.;;-;1264;12.7;500;73;840;-;28.2;1848.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:31:35;0,0;        -;500;-273,000;1894,625;954:54;Отпущ.;;-273;1248;0;500;73;840;-;28.2;1894.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:32:05;0,0;        -;468;-273,000;1487,000;954:54;Отпущ.;;-;1232;-;468;73;840;-;28.2;1487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:32:35;0,0;        -;380;-273,000;1252,000;954:54;Отпущ.;;-273;1280;0;380;73;744;-;28.2;1252;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:33:05;0,0;        -;380;-273,000;1251,250;954:54;Отпущ.;;-273;1280;-;380;72;760;-;28.2;1251.25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:33:35;0,0;        -;420;-273,000;1448,500;954:54;Отпущ.;;-273;288;0;420;71;664;-;28.25;1448.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:34:05;0,0;        -;500;-273,000;1888,000;954:54;Отпущ.;;-273;1248;0;500;72;840;-;28.25;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:34:35;0,0;        -;500;-273,000;1908,500;954:54;Отпущ.;;-273;1248;0;500;73;840;-;28.2;1908.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:35:05;0,0;        -;500;-273,000;1910,000;954:54;Отпущ.;;-273;1248;6.3;500;74;840;-;28.25;1910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:35:35;0,0;        -;500;-273,000;1911,625;954:54;Отпущ.;;-273;1248;6.4;500;74;840;-;28.15;1911.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:36:05;0,0;        -;500;-273,000;1907,000;954:54;Отпущ.;;-273;1248;6.3;500;74;840;-;28.15;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:36:35;0,0;        -;500;-273,000;1897,625;954:54;Отпущ.;;-273;1248;0;500;75;840;-;28.1;1897.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:37:05;0,0;        -;500;-273,000;1900,750;954:54;Отпущ.;;-273;1248;-;500;75;840;-;28.1;1900.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:37:35;0,0;        -;468;-273,000;1592,125;955:00;Отпущ.;;-;1232;-;468;75;840;-;28.1;1592.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:38:05;0,0;        -;488;-273,000;1802,750;955:00;Отпущ.;;-273;1248;0;488;74;840;-;28.1;1802.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:38:35;0,0;        -;500;-273,000;1888,500;955:00;Отпущ.;;-273;1248;6.3;500;75;840;-;28.1;1888.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:39:05;0,0;        -;500;-273,000;1902,250;955:00;Отпущ.;;-273;1248;-;500;75;840;-;28.1;1902.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:39:35;0,0;        -;500;-273,000;1914,750;955:00;Отпущ.;;-273;1248;-;500;75;840;-;28.1;1914.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:40:05;0,0;        -;500;-273,000;1881,000;955:00;Отпущ.;;-273;1248;6.3;500;75;840;-;28.1;1881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:40:35;0,0;        -;400;-273,000;1389,250;955:00;Отпущ.;;-;1296;0;400;75;776;-;28.05;1389.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:41:05;0,0;        -;408;-273,000;1388,375;955:00;Отпущ.;;-273;1280;0;408;74;776;-;28.05;1388.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:41:35;0,0;        -;420;-273,000;1390,000;955:00;Отпущ.;;-273;1280;-;420;73;776;-;28.1;1390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:42:05;0,0;        -;420;-273,000;1390,000;955:00;Отпущ.;;-273;1280;0;420;72;776;-;28.1;1390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:42:35;0,0;        -;504;-273,000;1917,875;955:00;Отпущ.;;-273;1248;-;504;72;776;-;28.15;1917.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:43:05;0,0;        -;500;-273,000;1905,375;955:00;Отпущ.;;-273;1248;-;500;73;776;-;28.15;1905.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/10/2023 08:43:35;0,0;        -;500;-273,000;1903,875;955:06;Отпущ.;;-273;1248;-;500;74;776;-;28.15;1903.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
