Дата и время;Полож.пед.акселер.,%;Нагрузка на двигатель, %;Давл.масла двиг.,кПа;Темп.масла двиг.,°С;Обор.двиг.,об/мин;Значение счетчика моточасов, час:мин;Сост.пед.сцепл.;iButton2;КПП. Температура масла;КПП. Давление масла в системе смазки;Скорость;ДВС. Давление смазки;ДВС. Температура охлаждающей жидкости;Давление в пневмостистеме (spn46), кПа;Уровень топлива % (spn96);Электросистема. Напряжение;ДВС. Частота вращения коленчатого вала;Нейтраль КПП (spn3843);Стояночный тормоз (spn3842);Аварийная температура охлаждающей жидкости (spn3841);Засоренность воздушного фильтра (spn3840);Засоренность фильтра КПП (spn3847);Аварийное давление масла ДВС (spn3846);Засоренность фильтра ДВС (spn3845);Засоренность фильтра рулевого управления (spn3844);Засоренность фильтра навесного оборудования (spn3851);Недопустимый уровень масла в гидробаке (spn3850);Аварийная температура масла в гидросистеме (spn3849);Аварийное давление в I контуре тормозной системы (spn3848);Аварийное давление в II контуре тормозной системы (spn3855);Зарядка АКБ (spn3854);Отопитель (spn3853);Выход блока управления двигателем (spn3852);Включение тормозков (spn3859);Засоренность фильтра слива (spn3858);Аварийное давление масла КПП (spn3857);Аварийная температура масла ДВС(spn3856);Неисправность тормозной системы (spn3863);Термостарт (spn3862);Разрешение запуска двигателя (spn3861);Низкий уровень ОЖ (spn3860);Аварийная температура масла ГТР (spn3867);Необходимость сервисного обслуживания (spn3866);Подогрев топливного фильтра (spn3865);Вода в топливе (spn3864);Холодный старт (spn3871);Крутящий момент (spn513), Нм;Положение рейки ТНВД (spn51), %;Расход топлива (spn183), л/ч;ДВС. Температура наддувочного воздуха, °С;Давление наддувочного воздуха двигателя (spn106), кПа;Текущая передача (spn523);Температура масла гидравлики (spn5536), С;Педаль слива (spn598)
01/09/2023 07:47:18;0,0;        -;540;-273,000;1355,500;831:48;Отпущ.;;-273;1280;0;540;44;824;-;28.35;1355.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:47:48;0,0;        -;540;-273,000;1356,000;831:48;Отпущ.;;-273;1280;0;540;45;816;-;28.35;1356;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:48:18;0,0;        -;540;-273,000;1356,250;831:48;Отпущ.;;-;1296;0;540;47;800;-;-;1356.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:48:48;0,0;        -;528;-273,000;1355,500;831:48;Отпущ.;;-273;1280;0;528;48;800;-;28.35;1355.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:49:18;0,0;        -;528;-273,000;1357,000;831:48;Отпущ.;;-273;1280;0;528;50;800;-;28.35;1357;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:49:48;0,0;        -;528;-273,000;1355,500;831:48;Отпущ.;;-;1296;0;528;51;800;-;28.35;1355.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:50:18;0,0;        -;520;-273,000;1357,000;831:48;Отпущ.;;-273;1280;0;520;52;800;-;28.35;1357;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:50:48;0,0;        -;520;-273,000;1358,000;831:48;Отпущ.;;-273;1280;0;520;53;800;-;28.35;1358;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:51:18;0,0;        -;520;-273,000;1356,250;831:48;Отпущ.;;-273;1280;-;520;54;800;-;-;1356.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:51:48;0,0;        -;508;-273,000;1355,500;831:54;Отпущ.;;-273;1280;0;508;55;800;-;28.35;1355.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:52:18;0,0;        -;508;-273,000;1354,625;831:54;Отпущ.;;-273;1280;0;508;56;800;-;28.35;1354.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:52:48;0,0;        -;508;-273,000;1354,625;831:54;Отпущ.;;-273;1280;-;508;57;800;-;28.35;1354.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:53:18;0,0;        -;500;-273,000;1357,000;831:54;Отпущ.;;-273;1280;-;500;58;800;-;28.35;1357;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:53:48;0,0;        -;560;-273,000;1674,000;831:54;Нажат.;;-273;0;-;560;59;736;-;28.3;1674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:54:18;0,0;        -;560;-273,000;1916,250;831:54;Отпущ.;;-273;1248;0;560;63;824;-;28.35;1916.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:54:48;0,0;        -;548;-273,000;1910,000;831:54;Отпущ.;;-273;1248;-;548;68;824;-;28.3;1910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:55:18;0,0;        -;540;-273,000;1908,000;831:54;Отпущ.;;-273;1248;12.5;540;72;824;-;28.3;1908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:55:48;0,0;        -;528;-273,000;1897,625;831:54;Отпущ.;;-273;1248;-;528;72;816;-;28.3;1897.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:56:18;0,0;        -;528;-273,000;1913,000;831:54;Отпущ.;;-273;1248;-;528;73;816;-;28.2;1913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:56:48;0,0;        -;520;-273,000;1900,750;831:54;Отпущ.;;-273;1248;12.4;520;73;816;-;28.2;1900.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:57:18;0,0;        -;520;-273,000;1888,000;831:54;Отпущ.;;-273;1248;-;520;74;816;-;28.2;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:57:48;0,0;        -;508;-273,000;1917,875;832:00;Отпущ.;;-273;1248;12.5;508;74;808;-;28.15;1917.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:58:18;0,0;        -;508;-273,000;1896,125;832:00;Отпущ.;;-273;1248;12.4;508;74;808;-;28.15;1896.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:58:48;0,0;        -;508;-273,000;1899,250;832:00;Отпущ.;;-273;1248;0;508;74;808;-;28.15;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:59:18;0,0;        -;508;-273,000;1908,500;832:00;Отпущ.;;-273;1248;-;508;75;808;-;28.15;1908.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 07:59:48;0,0;        -;500;-273,000;1893,000;832:00;Отпущ.;;-273;1248;12.5;500;75;808;-;28.1;1893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:00:18;0,0;        -;500;-273,000;1894,625;832:00;Отпущ.;;-273;1248;0;500;75;808;-;28.15;1894.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:00:48;0,0;        -;500;-273,000;1897,625;832:00;Отпущ.;;-273;1248;0;500;75;808;-;28.1;1897.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:01:18;0,0;        -;500;-273,000;1876,500;832:00;Отпущ.;;-;1264;12.4;500;75;808;-;28.1;1876.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:01:48;0,0;        -;500;-273,000;1908,500;832:00;Отпущ.;;-273;1248;12.5;500;75;808;-;28.1;1908.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:02:18;0,0;        -;500;-273,000;1888,500;832:00;Отпущ.;;-273;1248;0;500;76;808;-;28.1;1888.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:02:48;0,0;        -;500;-273,000;1921,000;832:00;Отпущ.;;-273;1248;0;500;77;808;-;28.1;1921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:03:18;0,0;        -;500;-273,000;1907,000;832:00;Отпущ.;;-273;1248;12.5;500;77;800;-;28.1;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:03:48;0,0;        -;500;-273,000;1885,500;832:06;Отпущ.;;-;1264;0;500;77;808;-;28.05;1885.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:04:18;0,0;        -;488;-273,000;1882,500;832:06;Отпущ.;;-273;1248;0;488;77;808;-;-;1882.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:04:48;0,0;        -;488;-273,000;1905,375;832:06;Отпущ.;;-;1264;0;488;77;808;-;28.05;1905.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:05:18;0,0;        -;488;-273,000;1890,000;832:06;Отпущ.;;-273;1248;12.5;488;77;808;-;28.05;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:05:48;0,0;        -;488;-273,000;1876,500;832:06;Отпущ.;;-273;1248;12.4;488;77;776;-;28.05;1876.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:06:18;0,0;        -;488;-273,000;1907,000;832:06;Отпущ.;;-273;1248;-;488;77;776;-;28.05;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:06:48;0,0;        -;480;-273,000;1884,000;832:06;Отпущ.;;-273;1248;12.3;480;77;768;-;28.05;1884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:07:18;0,0;        -;488;-273,000;1891,500;832:06;Отпущ.;;-273;1248;0;488;77;768;-;28.05;1891.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:07:48;0,0;        -;480;-273,000;1848,250;832:06;Отпущ.;;-273;1248;-;480;77;768;-;-;1848.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:08:18;0,0;        -;488;-273,000;1902,250;832:06;Отпущ.;;-273;1248;12.5;488;76;768;-;28.05;1902.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:08:48;0,0;        -;488;-273,000;1899,250;832:06;Отпущ.;;-273;1248;-;488;75;768;-;-;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:09:18;0,0;        -;488;-273,000;1897,625;832:06;Отпущ.;;-273;1248;0;488;76;768;-;-;1897.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:09:48;0,0;        -;488;-273,000;1905,375;832:12;Отпущ.;;-273;1248;12.5;488;76;768;-;28.05;1905.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:10:18;0,0;        -;488;-273,000;1890,000;832:12;Отпущ.;;-273;1248;0;488;77;768;-;28.05;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:10:48;0,0;        -;488;-273,000;1888,500;832:12;Отпущ.;;-273;1248;12.4;488;77;768;-;28.05;1888.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:11:18;0,0;        -;488;-273,000;1899,250;832:12;Отпущ.;;-273;1248;12.5;488;77;768;-;28.05;1899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:11:48;0,0;        -;488;-273,000;1902,000;832:12;Отпущ.;;-273;1248;12.5;488;77;768;-;28.05;1902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:12:18;0,0;        -;496;-273,000;1900,750;832:12;Отпущ.;;-273;1248;0;496;77;768;-;28.05;1900.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:12:48;0,0;        -;488;-273,000;1900,750;832:12;Отпущ.;;-273;1248;-;488;76;768;-;-;1900.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:13:18;0,0;        -;496;-273,000;1900,000;832:12;Отпущ.;;-;1264;0;496;76;768;-;28.05;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:13:48;0,0;        -;460;-273,000;1615,125;832:12;Отпущ.;;-273;1248;-;460;76;768;-;28.05;1615.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:14:18;0,0;        -;492;-273,000;1887,000;832:12;Отпущ.;;-273;1280;0;492;75;768;-;28.05;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:14:48;0,0;        -;484;-273,000;1826,625;832:12;Отпущ.;;-273;1248;0;484;75;768;-;28.05;1826.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:15:18;0,0;        -;488;-273,000;1890,000;832:12;Отпущ.;;-;1264;12.4;488;75;768;-;28.05;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:15:48;0,0;        -;492;-273,000;1881,000;832:18;Отпущ.;;-273;1280;0;492;76;768;-;28.05;1881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:16:18;0,0;        -;492;-273,000;1888,500;832:18;Отпущ.;;-;1264;-;492;77;768;-;28.05;1888.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:16:48;0,0;        -;488;-273,000;1903,875;832:18;Отпущ.;;-;1264;12.4;488;78;776;-;28.05;1903.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:17:18;0,0;        -;480;-273,000;1882,500;832:18;Отпущ.;;-273;1248;12.5;480;78;768;-;28.05;1882.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:17:48;0,0;        -;480;-273,000;1878,000;832:18;Отпущ.;;-273;1248;-;480;78;744;-;28.05;1878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:18:18;0,0;        -;488;-273,000;1922,000;832:18;Отпущ.;;-273;1248;-;488;78;736;-;-;1922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:18:48;0,0;        -;480;-273,000;1891,500;832:18;Отпущ.;;-;1264;0;480;78;744;-;28.05;1891.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:19:18;0,0;        -;484;-273,000;1861,500;832:18;Отпущ.;;-273;1248;0;484;77;736;-;28.05;1861.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:19:48;0,0;        -;480;-273,000;1849,750;832:18;Отпущ.;;-273;1248;0;480;77;736;-;-;1849.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:20:18;0,0;        -;492;-273,000;1916,250;832:18;Отпущ.;;-273;1248;-;492;76;744;-;-;1916.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:20:48;0,0;        -;492;-273,000;1890,000;832:18;Отпущ.;;-273;1248;-;492;76;744;-;-;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:21:18;0,0;        -;492;-273,000;1899,000;832:18;Отпущ.;;-273;1248;0;492;75;744;-;28.05;1899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:21:48;0,0;        -;492;-273,000;1913,125;832:24;Отпущ.;;-273;1248;12.5;492;76;736;-;28.05;1913.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:22:18;0,0;        -;488;-273,000;1896,125;832:24;Отпущ.;;-273;1248;0;488;77;736;-;28.05;1896.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:22:48;0,0;        -;492;-273,000;1903,875;832:24;Отпущ.;;-273;1248;0;492;77;736;-;-;1903.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:23:18;0,0;        -;480;-273,000;1893,000;832:24;Отпущ.;;-;1264;12.4;480;77;736;-;-;1893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:23:48;0,0;        -;492;-273,000;1917,875;832:24;Отпущ.;;-273;1248;0;492;77;736;-;28.05;1917.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
01/09/2023 08:24:18;0,0;        -;488;-273,000;1876,500;832:24;Отпущ.;;-;1264;-;488;77;736;-;-;1876.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
