Дата и время;Полож.пед.акселер.,%;Нагрузка на двигатель, %;Давл.масла двиг.,кПа;Темп.масла двиг.,°С;Обор.двиг.,об/мин;Значение счетчика моточасов, час:мин;Сост.пед.сцепл.;iButton2;КПП. Температура масла;КПП. Давление масла в системе смазки;Скорость;ДВС. Давление смазки;ДВС. Температура охлаждающей жидкости;Давление в пневмостистеме (spn46), кПа;Уровень топлива % (spn96);Электросистема. Напряжение;ДВС. Частота вращения коленчатого вала;Нейтраль КПП (spn3843);Стояночный тормоз (spn3842);Аварийная температура охлаждающей жидкости (spn3841);Засоренность воздушного фильтра (spn3840);Засоренность фильтра КПП (spn3847);Аварийное давление масла ДВС (spn3846);Засоренность фильтра ДВС (spn3845);Засоренность фильтра рулевого управления (spn3844);Засоренность фильтра навесного оборудования (spn3851);Недопустимый уровень масла в гидробаке (spn3850);Аварийная температура масла в гидросистеме (spn3849);Аварийное давление в I контуре тормозной системы (spn3848);Аварийное давление в II контуре тормозной системы (spn3855);Зарядка АКБ (spn3854);Отопитель (spn3853);Выход блока управления двигателем (spn3852);Включение тормозков (spn3859);Засоренность фильтра слива (spn3858);Аварийное давление масла КПП (spn3857);Аварийная температура масла ДВС(spn3856);Неисправность тормозной системы (spn3863);Термостарт (spn3862);Разрешение запуска двигателя (spn3861);Низкий уровень ОЖ (spn3860);Аварийная температура масла ГТР (spn3867);Необходимость сервисного обслуживания (spn3866);Подогрев топливного фильтра (spn3865);Вода в топливе (spn3864);Холодный старт (spn3871);Крутящий момент (spn513), Нм;Положение рейки ТНВД (spn51), %;Расход топлива (spn183), л/ч;ДВС. Температура наддувочного воздуха, °С;Давление наддувочного воздуха двигателя (spn106), кПа;Текущая передача (spn523);Температура масла гидравлики (spn5536), С;Педаль слива (spn598)
02/06/2023 09:18:00;0,0;        -;488;-273,000;986,375;732:12;Отпущ.;;-273;1280;0;488;38;784;-;28.2;986.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:18:30;0,0;        -;484;-273,000;987,125;732:12;Отпущ.;;-273;1280;0;484;40;784;-;28.2;987.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:19:00;0,0;        -;480;-273,000;986,750;732:12;Отпущ.;;-273;1280;0;480;41;784;-;28.2;986.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:19:30;0,0;        -;476;-273,000;986,375;732:12;Отпущ.;;-273;1280;0;476;43;784;-;-;986.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:20:00;0,0;        -;468;-273,000;984,250;732:12;Отпущ.;;-273;1280;0;468;44;784;-;-;984.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:20:30;0,0;        -;460;-273,000;986,750;732:12;Отпущ.;;-273;1280;0;460;45;784;-;-;986.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:21:00;0,0;        -;460;-273,000;986,750;732:12;Отпущ.;;-273;1280;0;460;46;784;-;-;986.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:21:30;0,0;        -;456;-273,000;987,125;732:12;Отпущ.;;-;1264;0;456;46;784;-;28.2;987.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:22:00;0,0;        -;456;-273,000;984,250;732:12;Отпущ.;;-273;1280;0;456;48;784;-;-;984.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:22:30;0,0;        -;456;-273,000;985,500;732:12;Отпущ.;;-273;1280;0;456;49;784;-;-;985.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:23:00;0,0;        -;440;-273,000;986,000;732:12;Отпущ.;;-273;1280;0;440;50;760;-;28.2;986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:23:30;0,0;        -;440;-273,000;986,000;732:18;Отпущ.;;-273;1280;0;440;51;760;-;-;986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:24:00;0,0;        -;444;-273,000;986,000;732:18;Отпущ.;;-273;1280;0;444;51;760;-;28.2;986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:24:30;0,0;        -;440;-273,000;984,625;732:18;Отпущ.;;-273;1280;0;440;52;760;-;-;984.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:25:00;0,0;        -;440;-273,000;987,125;732:18;Отпущ.;;-273;1280;0;440;53;760;-;-;987.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:25:30;0,0;        -;436;-273,000;986,750;732:18;Отпущ.;;-;1264;0;436;53;760;-;-;986.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:26:00;0,0;        -;428;-273,000;985,500;732:18;Отпущ.;;-273;1280;0;428;54;760;-;28.2;985.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:26:30;0,0;        -;420;-273,000;987,125;732:18;Отпущ.;;-273;1280;0;420;55;760;-;28.2;987.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:27:00;0,0;        -;428;-273,000;986,375;732:18;Отпущ.;;-273;1280;0;428;56;760;-;-;986.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:27:30;0,0;        -;420;-273,000;987,125;732:18;Отпущ.;;-273;1280;0;420;56;760;-;28.2;987.125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:28:00;0,0;        -;416;-273,000;986,375;732:18;Отпущ.;;-273;1280;0;416;57;760;-;-;986.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:28:11;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:28:14;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:28:30;0,0;        -;24;-273,000;        -;732:18;Отпущ.;;-;1264;0;24;57;760;-;-;31.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:29:00;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:29:30;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:30:00;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:30:30;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 09:31:00;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 10:32:16;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 10:32:38;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:45:20;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:45:49;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:45:56;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:46:19;0,0;        -;8;-273,000;937,750;        -;Отпущ.;;-;-;0;8;40;648;-;20.65;937.75;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:46:49;0,0;        -;468;-273,000;978,000;732:18;Отпущ.;;-273;1280;0;468;41;784;-;28.15;978;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:47:19;0,0;        -;468;-273,000;975,625;732:18;Отпущ.;;-;1264;0;468;42;784;-;28.15;975.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:47:49;0,0;        -;460;-273,000;976,000;732:18;Отпущ.;;-;1264;0;460;44;784;-;28.15;976;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:48:19;0,0;        -;448;-273,000;976,875;732:18;Отпущ.;;-273;1248;0;448;45;784;-;28.15;976.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:48:49;0,0;        -;448;-273,000;974,875;732:18;Отпущ.;;-;1264;0;448;46;784;-;28.15;974.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:49:19;0,0;        -;448;-273,000;974,500;732:24;Отпущ.;;-;1264;0;448;47;784;-;28.15;974.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:49:49;0,0;        -;440;-273,000;975,250;732:24;Отпущ.;;-273;1248;0;440;48;784;-;28.15;975.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:50:19;0,0;        -;440;-273,000;974,500;732:24;Отпущ.;;-;1264;0;440;49;760;-;-;974.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:50:49;0,0;        -;440;-273,000;973,625;732:24;Отпущ.;;-;1264;0;440;51;760;-;27.65;973.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:51:19;0,0;        -;440;-273,000;976,000;732:24;Отпущ.;;-;1264;0;440;52;760;-;27.6;976;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:51:49;0,0;        -;428;-273,000;971,250;732:24;Отпущ.;;-;1264;0;428;52;760;-;27.65;971.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:52:19;0,0;        -;428;-273,000;975,625;732:24;Отпущ.;;-;1264;0;428;53;760;-;27.65;975.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:52:49;0,0;        -;428;-273,000;971,625;732:24;Отпущ.;;-;1264;0;428;54;760;-;-;971.625;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:53:19;0,0;        -;420;-273,000;981,750;732:24;Отпущ.;;-;1264;0;420;55;760;-;27.6;981.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:53:49;0,0;        -;408;-273,000;979,000;732:24;Отпущ.;;-;1264;0;408;56;760;-;27.6;979;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:54:19;0,0;        -;408;-273,000;978,000;732:24;Отпущ.;;-273;1248;0;408;57;760;-;27.6;978;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:54:49;0,0;        -;400;-273,000;979,000;732:24;Отпущ.;;-;1264;0;400;58;760;-;27.6;979;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:55:19;0,0;        -;400;-273,000;976,000;732:30;Отпущ.;;-273;1248;0;400;59;760;-;-;976;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:55:49;0,0;        -;400;-273,000;976,000;732:30;Отпущ.;;-273;1248;0;400;59;760;-;27.6;976;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:56:19;0,0;        -;388;-273,000;973,250;732:30;Отпущ.;;-;1264;0;388;60;760;-;27.6;973.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:56:49;0,0;        -;380;-273,000;976,875;732:30;Отпущ.;;-273;1248;0;380;61;760;-;27.6;976.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:57:19;0,0;        -;380;-273,000;974,500;732:30;Отпущ.;;-;1264;0;380;62;760;-;27.6;974.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:57:49;0,0;        -;380;-273,000;976,875;732:30;Отпущ.;;-;1264;0;380;63;760;-;27.6;976.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:58:19;0,0;        -;368;-273,000;974,875;732:30;Отпущ.;;-273;1248;0;368;63;760;-;27.6;974.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:58:49;0,0;        -;368;-273,000;976,875;732:30;Отпущ.;;-273;1248;0;368;64;760;-;27.6;976.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:59:19;0,0;        -;360;-273,000;974,875;732:30;Отпущ.;;-273;1248;0;360;65;760;-;27.6;974.875;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 12:59:49;0,0;        -;360;-273,000;976,500;732:30;Отпущ.;;-273;1248;0;360;65;760;-;27.6;976.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:00:19;0,0;        -;360;-273,000;970,000;732:30;Отпущ.;;-273;1248;0;360;66;760;-;27.6;970;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:00:49;0,0;        -;360;-273,000;979,000;732:30;Отпущ.;;-;1264;0;360;67;760;-;27.6;979;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:01:19;0,0;        -;348;-273,000;968,375;732:36;Отпущ.;;-;1264;0;348;67;648;-;27.6;968.375;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:01:36;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:01:49;4,4;        -;348;-273,000;959,250;732:36;Отпущ.;;-;1200;0;348;68;816;-;27.6;959.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:02:00;        -;        -;        -;        -;        -;        -;        -;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:02:19;0,0;        -;268;-273,000;827,500;732:36;Отпущ.;;-273;1248;0;268;69;760;-;27.6;827.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:02:49;0,0;        -;268;-273,000;820,000;732:36;Отпущ.;;-273;1248;0;268;70;760;-;27.6;820;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:03:19;0,0;        -;268;-273,000;829,000;732:36;Отпущ.;;-273;1248;0;268;70;760;-;27.6;829;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:03:49;0,0;        -;260;-273,000;830,500;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.6;830.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:04:19;0,0;        -;260;-273,000;832,000;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.6;832;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:04:49;0,0;        -;260;-273,000;827,750;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.6;827.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:05:19;0,0;        -;260;-273,000;827,500;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.55;827.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:05:49;0,0;        -;260;-273,000;828,375;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.55;828.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:06:19;0,0;        -;260;-273,000;833,375;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.55;833.375;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:06:49;0,0;        -;260;-273,000;827,250;732:36;Отпущ.;;-273;1248;0;260;70;760;-;27.55;827.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
02/06/2023 13:07:19;0,0;        -;260;-273,000;827,750;732:42;Отпущ.;;-273;1248;0;260;70;760;-;27.5;827.75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-
